"analysis_ID"	"analysis_ID_plastome"	"species_orig"	"acc_species"	"acc_species_author"	"acc_genus"	"acc_genus_author"	"publication"	"data_type"	"isolate"	"voucher_ID"	"germplasm_ID"	"repo_accession"	"plastome_accession"	"removed_nuclear"	"removed_plastome"	"soreng2022_genus"	"subtribe"	"tribe"	"subfamily"	"major.clade"
"Raddia_braziliensis405__MD"	"KJ870998.1__Raddia_brasiliensis"	"Raddia brasiliensis"	"Raddia brasiliensis"	"Bertol."	"Raddia"	"Mazziari"	"Wysocki et al. 2015"	"shotgun"	NA	"ISC: L. Clark & L. Attigala 1713"	NA	NA	"INSDC: KJ870998"	"species duplicated"	NA	"Raddia"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
"Raddia_brasiliensis_HM2602__HM"	NA	"Raddia brasiliensis"	"Raddia brasiliensis"	"Bertol."	"Raddia"	"Mazziari"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"PSUML: HM2602"	NA	NA	"INSDC: SRR16299741"	NA	NA	"data thresholds"	"Raddia"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
"REF___Raddia_distichophylla__genome"	NA	"Raddia distichophylla"	"Raddia distichophylla"	"(Schrad. ex Nees) Chase"	"Raddia"	"Mazziari"	"10.1093/g3journal/jkad139"	"complete genome"	"R.W. Pohl Conservatory, Iowa State University"	""	NA	"NGDC: GWHAAKD00000000"	NA	NA	"data thresholds"	"Raddia"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
"Raddia_distichophylla__SRA"	"Raddia_distichophylla__SRA"	"Raddia distichophylla"	"Raddia distichophylla"	"(Schrad. ex Nees) Chase"	"Raddia"	"Mazziari"	"data from SRA"	"shotgun"	"Brazil/RD-2015"	NA	NA	"INSDC: SRR8759080"	NA	"species duplicated"	NA	"Raddia"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
"REF___Raddia_guianensis__genome"	NA	"Raddia guianensis"	"Raddia guianensis"	"(Brongn.) Hitchc."	"Raddia"	"Mazziari"	"Guo et al. 2019 Mol Plant https://doi.org/10.1016/j.molp.2019.05.009"	"complete genome"	NA	NA	NA	"http://www.genobank.org/data/Bamboo/Raddia_guianensis/Raddia_guianensis.assembly.fa"	NA	NA	"data thresholds"	"Raddia"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
"Sucrea_maculata1108__MD"	"Sucrea_maculata1108__MD"	"Sucrea maculata"	"Raddia maculata"	"(Soderstr.) J.R.Grande"	"Raddia"	"Mazziari"	"Unpublished"	"shotgun"	NA	"ISC Greenhouse: 5-9-2014"	NA	NA	NA	"data thresholds"	NA	"Raddia"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
"PAFTOL_8433__Ratzeburgia_pulcherrima"	NA	"Ratzeburgia pulcherrima"	"Ratzeburgia pulcherrima"	"Kunth"	"Ratzeburgia"	"Kunth"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Mckerral, A.M. 771"	NA	"INSDC: ERR7620978"	NA	NA	"data thresholds"	"Ratzeburgia"	"Ratzeburgiinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_9159__Rehia_nervata"	NA	"Rehia nervata"	"Rehia nervata"	"Fijten"	"Rehia"	"Fijten"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Maguire, B. 54173"	NA	"INSDC: ERR7621462"	NA	NA	NA	"Rehia"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
NA	"NC_039984.1__Rehia_nervata"	"Rehia nervata"	"Rehia nervata"	"Fijten"	"Rehia"	"Fijten"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_039984"	NA	NA	"Rehia"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
"PAFTOL_9160__Reitzia_smithii"	NA	"Reitzia smithii"	"Reitzia smithii"	"Swallen"	"Reitzia"	"Swallen"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Reitz, P.R. 5939"	NA	"INSDC: ERR7621463"	NA	NA	"data thresholds"	"Reitzia"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
"PAFTOL_7977__Relchela_panicoides"	"PAFTOL_7977__Relchela_panicoides"	"Relchela panicoides"	"Relchela panicoides"	"Steud."	"Relchela"	"Steud."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"CAN: Peterson, P.M. 17334"	NA	"INSDC: ERR7620764"	NA	NA	NA	"Relchela"	"Echinopogoninae"	"Poeae"	"Pooideae"	"BOP"
"PAFTOL_8076__Renvoizea_sacciolepoides"	"PAFTOL_8076__Renvoizea_sacciolepoides"	"Renvoizea sacciolepoides"	"Renvoizea sacciolepoides"	"(Renvoize & Zuloaga) Zuloaga & Morrone"	"Renvoizea"	"Zuloaga & Morrone"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"SI: Zuloaga, F.O. 9011"	NA	"INSDC: ERR7620862"	NA	NA	NA	"Renvoizea"	"Paspalinae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"Reynaudia_filiformis__GB"	"MK593560.1__Reynaudia_filiformis"	"Reynaudia filiformis"	"Reynaudia filiformis"	"(Spreng. ex Schult.) Kunth"	"Reynaudia"	"Kunth"	"Bianconi et al. 2020 Syst Biol 69:445-461"	"shotgun"	NA	"K: E.L. Ekman 12208"	NA	NA	"INSDC: MK593560"	"data thresholds"	NA	"Reynaudia"	NA	"Paspaleae"	"Panicoideae"	"PACMAD"
"PAFTOL_8077__Reynaudia_filiformis"	NA	"Reynaudia filiformis"	"Reynaudia filiformis"	"(Spreng. ex Schult.) Kunth"	"Reynaudia"	"Kunth"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"SI: Zuloaga, F.O. 9538"	NA	"INSDC: ERR7620863"	NA	NA	"species duplicated"	"Reynaudia"	NA	"Paspaleae"	"Panicoideae"	"PACMAD"
"Rhipidocladum_pittieri725__MD"	"KY432792.1__Rhipidocladum_pittieri"	"Rhipidocladum pittieri"	"Rhipidocladum pittieri"	"(Hack.) McClure"	"Rhipidocladum"	"McClure"	"Unpublished"	"shotgun"	NA	"ISC: L. Clark & W. Zhang 1349"	NA	NA	"INSDC: KY432792"	NA	NA	"Rhipidocladum"	"Arthrostylidiinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Rhipidocladum_racemiflorum_Bam12__HM"	NA	"Rhipidocladum racemiflorum"	"Rhipidocladum racemiflorum"	"(Steud.) McClure"	"Rhipidocladum"	"McClure"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Bam12"	NA	NA	"INSDC: SRR15998484"	NA	NA	"data thresholds"	"Rhipidocladum"	"Arthrostylidiinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_8566__Rhizocephalus_orientalis"	NA	"Rhizocephalus orientalis"	"Rhizocephalus orientalis"	"Boiss."	"Rhizocephalus"	"Boiss."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Davis, H. 9135"	NA	"INSDC: ERR7621084"	NA	NA	"data thresholds"	"Rhizocephalus"	"Beckmanniinae"	"Poeae"	"Pooideae"	"BOP"
"Rhynchoryza_subulata_ZY056__HM"	NA	"Rhynchoryza subulata"	"Rhynchoryza subulata"	"(Nees) Baill."	"Rhynchoryza"	"Baill."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: ZY056"	NA	NA	"INSDC: SRR16192101"	NA	NA	NA	"Rhynchoryza"	"Zizaniinae"	"Oryzeae"	"Oryzoideae"	"BOP"
NA	"NC_016718.1__Rhynchoryza_subulata"	"Rhynchoryza subulata"	"Rhynchoryza subulata"	"(Nees) Baill."	"Rhynchoryza"	"Baill."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_016718"	NA	NA	"Rhynchoryza"	"Zizaniinae"	"Oryzeae"	"Oryzoideae"	"BOP"
"PAFTOL_8444__Rhytachne_megastachya"	NA	"Rhytachne megastachya"	"Rhytachne megastachya"	"Jacq.-Fél."	"Rhytachne"	"Desv."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Jongkind, C.C.H. 8333"	NA	"INSDC: ERR7620989"	NA	NA	"data thresholds"	"Rhytachne"	"Rhytachninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_7978__Rostraria_cristata"	"PAFTOL_7978__Rostraria_cristata"	"Rostraria cristata"	"Rostraria cristata"	"(L.) Tzvelev"	"Rostraria"	"Trin."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"PERTH: Mills, K.R. 859"	NA	"INSDC: ERR7620765"	NA	NA	NA	"Rostraria"	"Aveninae"	"Poeae"	"Pooideae"	"BOP"
"Rottboellia_afraurita__PANAND"	"Rottboellia_afraurita__EK_PanAnd"	"Rottboellia afraurita"	"Rottboellia afraurita"	"Stapf"	"Rottboellia"	"Naezén"	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO: Pasquet 1156"	"Silica leaf from Kellogg lab: Pasquet 1156"	"INSDC: PRJNA919033"	NA	NA	NA	"Rottboellia"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Rottboellia_cochinchinensis__MD"	"KU291481.1__Rottboellia_cochinchinensis"	"Rottboellia cochinchinensis"	"Rottboellia cochinchinensis"	"(Lour.) Clayton"	"Rottboellia"	"Naezén"	"Burke et al. 2016"	"shotgun"	NA	"ISC: Clark et al. 1698"	NA	NA	"INSDC: KU291481"	"species duplicated"	NA	"Rottboellia"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Rottboellia_cochinchinensis_ZY075__HM"	NA	"Rottboellia cochinchinensis"	"Rottboellia cochinchinensis"	"(Lour.) Clayton"	"Rottboellia"	"Naezén"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: ZY075"	NA	NA	"INSDC: SRR16103886"	NA	NA	"data thresholds"	"Rottboellia"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"GAP_80660__Rottboellia_cochinchinensis"	"GAP_80660__Rottboellia_cochinchinensis"	"Rottboellia cochinchinensis"	"Rottboellia cochinchinensis"	"(Lour.) Clayton"	"Rottboellia"	"Naezén"	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"MEL: Jago, R.L. 7280"	NA	NA	NA	"species duplicated"	NA	"Rottboellia"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Mnesithea_helferi__EK"	"KY596162.1__Mnesithea_helferi"	"Mnesithea helferi"	"Rottboellia helferi"	"Hook.f."	"Rottboellia"	"Naezén"	"Arthan et al. 2017 Syst. Bot. 42:418-431"	"shotgun"	NA	"BKF: Traiperm 574"	NA	NA	"INSDC: KY596162"	NA	NA	"Rottboellia"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_8003__Rottboellia_rottboellioides"	"PAFTOL_8003__Rottboellia_rottboellioides"	"Rottboellia rottboellioides"	"Rottboellia rottboellioides"	"(R.Br.) Druce"	"Rottboellia"	"Naezén"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Barrett, M.D. 5002"	NA	"INSDC: ERR7620789"	NA	NA	NA	"Rottboellia"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_8078__Rugoloa_hylaeica"	NA	"Rugoloa hylaeica"	"Rugoloa hylaeica"	"(Mez) Zuloaga"	"Rugoloa"	"Zuloaga"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"SI: Zuloaga, F.O. 6789"	NA	"INSDC: ERR7620864"	NA	NA	"data thresholds"	"Rugoloa"	"Otachyriinae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"PAFTOL_9151__Ruhooglandia_hooglandii"	NA	"Ruhooglandia hooglandii"	"Ruhooglandia hooglandii"	"(Holttum) S.Dransf. & K.M.Wong"	"Ruhooglandia"	"S.Dransf. & K.M.Wong"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Webster, G.L.; Hildreth, R. 15230"	NA	"INSDC: ERR7621455"	NA	NA	"data thresholds"	"Ruhooglandia"	NA	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_8051__Rupichloa_acuminata"	NA	"Rupichloa acuminata"	"Rupichloa acuminata"	"(Renvoize) Salariato & Morrone"	"Rupichloa"	"Salariato & Morrone"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Carvalho, A.M.; Lewis, G.P.; Hage, J.L. 1007bis"	NA	"INSDC: ERR7620837"	NA	NA	"data thresholds"	"Rupichloa"	"Melinidinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"GAP_80768__Rytidosperma_erianthum"	"GAP_80768__Rytidosperma_erianthum"	"Rytidosperma erianthum"	"Rytidosperma erianthum"	"(Lindl.) Connor & Edgar"	"Rytidosperma"	"Steud."	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"AD: L.M.B. Heard et al. BS162-3929"	NA	NA	NA	NA	NA	"Rytidosperma"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"Rytidosperma_pallidum417__MD"	"NC_025232.1__Danthonia_californica"	"Rytidosperma pallidum"	"Rytidosperma pallidum"	"(R.Br.) A.M.Humphreys & H.P.Linder"	"Rytidosperma"	"Steud."	"Saarela et al. 2018"	"shotgun"	NA	"BOL: Linder 5664"	NA	NA	"INSDC: NC_025232"	NA	NA	"Rytidosperma"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"Rytidosperma_pumilum1429__MD"	"Rytidosperma_pumilum1429__MD"	"Rytidosperma pumilum"	"Rytidosperma pumilum"	"(Kirk) Clayton & Renvoize ex Connor & Edgar"	"Rytidosperma"	"Steud."	"Unpublished"	"shotgun"	NA	"CANB: P. Linder 5747"	NA	NA	NA	NA	NA	"Rytidosperma"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"Rytidosperma_semiannulare1023__MD"	"KY432793.1__Rytidosperma_semiannulare"	"Rytidosperma semiannulare"	"Rytidosperma semiannulare"	"(Labill.) Connor & Edgar"	"Rytidosperma"	"Steud."	"Unpublished"	"shotgun"	NA	NA	"USDA-GRIN: PI 210172"	NA	"INSDC: KY432793"	"data thresholds"	NA	"Rytidosperma"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"Saccharum_officinarum__SRA"	NA	"Saccharum officinarum"	"Saccharum officinarum"	"L."	"Saccharum"	"L."	"data from SRA"	"shotgun"	"cv. LA Purple"	NA	NA	"INSDC: SRR7771853"	NA	NA	NA	"Saccharum"	"Saccharinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"NC_035224.1__Saccharum_officinarum"	"Saccharum officinarum"	"Saccharum officinarum"	"L."	"Saccharum"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_035224"	NA	NA	"Saccharum"	"Saccharinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"REF___Saccharum_spontaneum__genome"	NA	"Saccharum spontaneum"	"Saccharum spontaneum"	"L."	"Saccharum"	"L."	"assembled genome"	"complete genome"	NA	NA	NA	NA	NA	NA	NA	"Saccharum"	"Saccharinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"NC_034802.1__Saccharum_spontaneum"	"Saccharum spontaneum"	"Saccharum spontaneum"	"L."	"Saccharum"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_034802"	NA	NA	"Saccharum"	"Saccharinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Sacciolepis_indica520__MD"	"KY432794.1__Sacciolepis_indica"	"Sacciolepis indica"	"Sacciolepis indica"	"(L.) Chase"	"Sacciolepis"	"Nash"	"Unpublished"	"shotgun"	NA	NA	"USDA-GRIN: PI 338609"	NA	"INSDC: KY432794"	"species duplicated"	NA	"Sacciolepis"	NA	"Paniceae"	"Panicoideae"	"PACMAD"
"Sacciolepis_striata__SRA"	"Sacciolepis_striata__SRA"	"Sacciolepis striata"	"Sacciolepis striata"	"(L.) Nash"	"Sacciolepis"	"Nash"	"data from SRA"	"shotgun"	"NSL 454620"	NA	NA	"INSDC: SRR2163447"	NA	NA	NA	"Sacciolepis"	NA	"Paniceae"	"Panicoideae"	"PACMAD"
"GAP_80770__Sorghum_plumosum"	"GAP_80770__Sorghum_plumosum"	"Sarga plumosa"	"Sarga plumosa"	"(R.Br.) Spangler"	"Sarga"	"Ewart"	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"AD: S. Legge 307"	NA	NA	NA	NA	NA	"Sorghum"	"Sorghinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Sorghum_timorense__SRA"	NA	"Sorghum timorense"	"Sarga timorensis"	"(Kunth) Spangler"	"Sarga"	"Ewart"	"data from SRA"	"shotgun"	"10946"	NA	NA	"INSDC: SRR424217"	NA	NA	NA	"Sorghum"	"Sorghinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"NC_023800.1__Sorghum_timorense"	"Sorghum timorense"	"Sarga timorensis"	"(Kunth) Spangler"	"Sarga"	"Ewart"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_023800"	NA	NA	"Sorghum"	"Sorghinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Sorghum_versicolor__SRA"	"Sorghum_versicolor__SRA"	"Sorghum versicolor"	"Sarga versicolor"	"(Andersson) Spangler"	"Sarga"	"Ewart"	"data from SRA"	"shotgun"	NA	NA	NA	"INSDC: SRR427175"	NA	NA	NA	"Sorghum"	"Sorghinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Sartidia_angolensis_Colu5707__HM"	NA	"Sartidia angolensis"	"Sartidia angolensis"	"(C.E.Hubb.) De Winter"	"Sartidia"	"De Winter"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Colu5707"	NA	NA	"INSDC: SRR15724127"	NA	NA	"data thresholds"	"Sartidia"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Sartidia_dewinteri__GB"	"KJ819550.1__Sartidia_dewinteri"	"Sartidia dewinteri"	"Sartidia dewinteri"	"Munday & Fish"	"Sartidia"	"De Winter"	"Besnard et al. 2014 J Exp Bot 65:6711-6721"	"shotgun"	NA	"J: S.D. Williamson 698"	NA	NA	"INSDC: KJ819550"	NA	NA	"Sartidia"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Sartidia_isaloensis__GB"	"MF563370.1__Sartidia_isaloensis"	"Sartidia isaloensis"	"Sartidia isaloensis"	"Voronts., Razanats. & Besnard"	"Sartidia"	"De Winter"	"Piot et al. 2018 Planta 147:255-266"	"shotgun"	NA	"K: M.S. Vorontsova 1325"	NA	NA	"INSDC: MF563370"	NA	NA	"Sartidia"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Sartidia_perrieri__GB"	"KJ819549.1__Sartidia_perrieri"	"Sartidia perrieri"	"Sartidia perrieri"	"(A.Camus) Bourreil"	"Sartidia"	"De Winter"	"Besnard et al. 2014 J Exp Bot 65:6711-6721"	"shotgun"	NA	"P: H. Perrier de la Bathie 10751"	NA	NA	"INSDC: KJ819549"	"data thresholds"	NA	"Sartidia"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Sasa_veitchii718__MD"	"KU569975.1__Sasa_veitchii"	"Sasa veitchii"	"Sasa veitchii"	"(Carrière) Rehder"	"Sasa"	"Makino & Shibata"	"Attigala et al. 2016"	"shotgun"	NA	"ISC: L. Clark 1325"	NA	NA	"INSDC: KU569975"	NA	NA	"Sasa"	"Arundinariinae"	"Arundinarieae"	"Bambusoideae"	"BOP"
"PAFTOL_7164__Sasaella_amuneana"	NA	"Sasaella masamuneana"	"Sasaella masamuneana"	"(Makino) Hatus. & Muroi"	"Sasaella"	"Makino"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"KUN: GZH087"	NA	"INSDC: ERR7620259"	NA	NA	"data thresholds"	"Sasaella"	"Arundinariinae"	"Arundinarieae"	"Bambusoideae"	"BOP"
"Sasaella_ramosa1502__MD"	"Sasaella_ramosa1502__MD"	"Sasaella ramosa"	"Sasaella ramosa"	"(Makino) Makino"	"Sasaella"	"Makino"	"Unpublished"	"shotgun"	NA	"ISC: L. Clark 1323"	NA	NA	NA	"data thresholds"	NA	"Sasaella"	"Arundinariinae"	"Arundinarieae"	"Bambusoideae"	"BOP"
"Schismus_arabicus1135__MD"	"KY432795.1__Schismus_arabicus"	"Schismus arabicus"	"Schismus arabicus"	"Nees"	"Schismus"	"P.Beauv."	"Unpublished"	"shotgun"	NA	NA	"Kew, MSB: 557283"	NA	"INSDC: KY432795"	"data thresholds"	NA	"Schismus"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"Schismus_barbatus_Travis6052__HM"	NA	"Schismus barbatus"	"Schismus barbatus"	"(L.) Thell."	"Schismus"	"P.Beauv."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Travis6052"	NA	NA	"INSDC: SRR16368902"	NA	NA	"data thresholds"	"Schismus"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"PAFTOL_8378__Schismus_barbatus"	"PAFTOL_8378__Schismus_barbatus"	"Schismus barbatus"	"Schismus barbatus"	"(L.) Thell."	"Schismus"	"P.Beauv."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"TCD: Jacobs, S. 9467"	NA	"INSDC: ERR7620926"	NA	"species duplicated"	NA	"Schismus"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"Schizachne_purpurascens1736__MD"	"NC_050410.1__Schizachne_purpurascens"	"Schizachne purpurascens"	"Schizachne purpurascens"	"(Torr.) Swallen"	"Schizachne"	"Hack."	"Unpublished"	"shotgun"	NA	"ILLS: W. C. Handel 1089"	NA	NA	"INSDC: NC_050410"	"species duplicated"	NA	"Schizachne"	NA	"Meliceae"	"Pooideae"	"BOP"
"Schizachne_purpurascens_K36__HM"	NA	"Schizachne purpurascens"	"Schizachne purpurascens"	"(Torr.) Swallen"	"Schizachne"	"Hack."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: K36"	NA	NA	"INSDC: SRR16483056"	NA	NA	"data thresholds"	"Schizachne"	NA	"Meliceae"	"Pooideae"	"BOP"
"Schizachyrium_brevifolium__PANAND"	NA	"Schizachyrium brevifolium"	"Schizachyrium brevifolium"	"(Sw.) Nees ex Buse"	"Schizachyrium"	"Nees"	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO: Simon Laegaard 21753"	"Leaf from Simon Laegaard 21753"	"INSDC: PRJNA919033"	NA	NA	NA	"Schizachyrium"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"NC_035013.1__Schizachyrium_brevifolium"	"Schizachyrium brevifolium"	"Schizachyrium brevifolium"	"(Sw.) Nees ex Buse"	"Schizachyrium"	"Nees"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_035013"	NA	NA	"Schizachyrium"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Schizachyrium_delicatum__PANAND"	"Schizachyrium_delicatum__EK_PanAnd"	"Schizachyrium delicatum"	"Schizachyrium delicatum"	"Stapf"	"Schizachyrium"	"Nees"	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO: John M. Fay 5914"	"Leaf from John M. Fay 5914"	"INSDC: PRJNA919033"	NA	NA	NA	"Schizachyrium"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"GAP_80280__Schizachyrium_fragile"	"GAP_80280__Schizachyrium_fragile"	"Schizachyrium fragile"	"Schizachyrium fragile"	"(R.Br.) A.Camus"	"Schizachyrium"	"Nees"	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"CANB: Leitch, E. NTA001838"	NA	NA	NA	NA	NA	"Schizachyrium"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Schizachyrium_reedii__PANAND"	NA	"Schizachyrium reedii"	"Schizachyrium reedii"	"(Hitchc. & Ekman) Borhidi & Catasús"	"Schizachyrium"	"Nees"	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO: E.L. Ekman 17186"	"Leaf from E.L. Ekman 17186"	"INSDC: PRJNA919033"	NA	NA	"data thresholds"	"Schizachyrium"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Schizachyrium_scoparium218__MD"	NA	"Schizachyrium scoparium"	"Schizachyrium scoparium"	"(Michx.) Nash"	"Schizachyrium"	"Nees"	"Unpublished"	"shotgun"	NA	NA	NA	NA	NA	"species duplicated"	NA	"Schizachyrium"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Schizachyrium_scoparium_HM2608__HM"	NA	"Schizachyrium scoparium"	"Schizachyrium scoparium"	"(Michx.) Nash"	"Schizachyrium"	"Nees"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"PSUML: HM2608"	NA	NA	"INSDC: SRR16092810"	NA	NA	"data thresholds"	"Schizachyrium"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"NC_035032.1__Schizachyrium_scoparium"	"Schizachyrium scoparium"	"Schizachyrium scoparium"	"(Michx.) Nash"	"Schizachyrium"	"Nees"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_035032"	NA	NA	"Schizachyrium"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_9454__Schizostachyum_blumei"	"PAFTOL_9454__Schizostachyum_blumei"	"Schizostachyum blumei"	"Schizostachyum blumei"	"Nees"	"Schizostachyum"	"Nees"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"KUN: Jing-Xia Liu 19087"	NA	"INSDC: ERR7621554"	NA	NA	NA	"Schizostachyum"	"Melocanninae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Schizostachyum_dumetorum__SRA"	"Schizostachyum_dumetorum__SRA"	"Schizostachyum dumetorum"	"Schizostachyum dumetorum"	"(Hance ex Walp.) Munro"	"Schizostachyum"	"Nees"	"data from SRA"	"shotgun"	"1Bh-L002"	NA	NA	"INSDC: SRR12113330"	NA	NA	NA	"Schizostachyum"	"Melocanninae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Cephalostachyum_pergracile_ZY215__HM"	NA	"Cephalostachyum pergracile"	"Schizostachyum pergracile"	"(Munro) R.B.Majumdar"	"Schizostachyum"	"Nees"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: ZY215"	NA	NA	"INSDC: SRR16188703"	NA	NA	"data thresholds"	"Schizostachyum"	"Melocanninae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Schmidtia_pappophoroid1012__MD"	"Schmidtia_pappophoroid1012__MD"	"Schmidtia pappophoroides"	"Schmidtia pappophoroides"	"Steud. ex J.A.Schmidt"	"Schmidtia"	"Steud. ex J.A.Schmidt"	"Unpublished"	"shotgun"	NA	NA	"USDA-GRIN: PI 409112"	NA	NA	"data thresholds"	NA	"Schmidtia"	"Cotteinae"	"Eragrostideae"	"Chloridoideae"	"PACMAD"
