"analysis_ID"	"analysis_ID_plastome"	"species_orig"	"acc_species"	"acc_species_author"	"acc_genus"	"acc_genus_author"	"publication"	"data_type"	"isolate"	"voucher_ID"	"germplasm_ID"	"repo_accession"	"plastome_accession"	"removed_nuclear"	"removed_plastome"	"soreng2022_genus"	"subtribe"	"tribe"	"subfamily"	"major.clade"
"Miscanthus_sacchariflorus__SRA"	NA	"Miscanthus sacchariflorus"	"Miscanthus sacchariflorus"	"(Maxim.) Benth. & Hook.f. ex Franch."	"Miscanthus"	"Andersson"	"data from SRA"	"shotgun"	"cv. Robustus 297"	NA	NA	"INSDC: SRR6760999"	NA	"species duplicated"	NA	"Miscanthus"	"Saccharinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"NC_028720.1__Miscanthus_sacchariflorus"	"Miscanthus sacchariflorus"	"Miscanthus sacchariflorus"	"(Maxim.) Benth. & Hook.f. ex Franch."	"Miscanthus"	"Andersson"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_028720"	NA	NA	"Miscanthus"	"Saccharinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"REF___Miscanthus_sinensis__genome"	NA	"Miscanthus sinensis"	"Miscanthus sinensis"	"Andersson"	"Miscanthus"	"Andersson"	"phytozome v13"	"complete genome"	"v7.1"	NA	NA	"https://phytozome-next.jgi.doe.gov/info/Msinensis_v7_1"	NA	NA	NA	"Miscanthus"	"Saccharinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Miscanthus_siniensis1234__MD"	"Miscanthus_siniensis1234__MD"	"Miscanthus sinensis"	"Miscanthus sinensis"	"Andersson"	"Miscanthus"	"Andersson"	"Unpublished"	"shotgun"	NA	"RSA: P. Zika 25806"	NA	NA	NA	"data thresholds"	NA	"Miscanthus"	"Saccharinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"GAP_80651__Miscanthus_sinensis"	"GAP_80651__Miscanthus_sinensis"	"Miscanthus sinensis"	"Miscanthus sinensis"	"Andersson"	"Miscanthus"	"Andersson"	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"MEL: Clarke, I.C. 4310"	NA	NA	NA	"species duplicated"	NA	"Miscanthus"	"Saccharinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"NC_028721.1__Miscanthus_sinensis"	"Miscanthus sinensis"	"Miscanthus sinensis"	"Andersson"	"Miscanthus"	"Andersson"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_028721"	NA	NA	"Miscanthus"	"Saccharinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Mnesithea_formosa__PANAND"	NA	"Mnesithea formosa"	"Mnesithea formosa"	"(R.Br.) de Koning & Sosef"	"Mnesithea"	"Kunth"	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"BRI KRM 18023"	"Leaf from KRM 18023"	"INSDC: PRJNA919033"	NA	NA	NA	"Mnesithea"	"Ratzeburgiinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"MT610073.1__Mnesithea_formosa"	"Mnesithea formosa"	"Mnesithea formosa"	"(R.Br.) de Koning & Sosef"	"Mnesithea"	"Kunth"	NA	"plastome"	NA	NA	NA	NA	"INSDC: MT610073"	NA	NA	"Mnesithea"	"Ratzeburgiinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Mniochloa_pulchella1034__MD"	"Mniochloa_pulchella1034__MD"	"Mniochloa pulchella"	"Mniochloa pulchella"	"(Griseb.) Chase"	"Mniochloa"	"Chase"	"Unpublished"	"shotgun"	NA	NA	NA	NA	NA	"data thresholds"	NA	"Mniochloa"	"Buergersiochloinae"	"Olyreae"	"Bambusoideae"	"BOP"
"PAFTOL_8366__Mniochloa_pulchella"	NA	"Mniochloa pulchella"	"Mniochloa pulchella"	"(Griseb.) Chase"	"Mniochloa"	"Chase"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"US: Axelrod, F.S. 10331"	NA	"INSDC: ERR7620915"	NA	NA	"ID dubious"	"Mniochloa"	"Buergersiochloinae"	"Olyreae"	"Bambusoideae"	"BOP"
"PAFTOL_8561__Molineriella_minuta"	NA	"Molineriella minuta"	"Molineriella minuta"	"(L.) Rouy"	"Molineriella"	"Rouy"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Laínz, S.I. s.n."	NA	"INSDC: ERR7621079"	NA	NA	"data thresholds"	"Molineriella"	"Helictochloinae"	"Poeae"	"Pooideae"	"BOP"
"Molinia_caerulea1608__MD"	"KX463053.1__Molinia_caerulea"	"Molinia caerulea"	"Molinia caerulea"	"(L.) Moench"	"Molinia"	"Schrank"	"Duvall et al. 2017"	"shotgun"	NA	"ISC: L. Clark 1684"	NA	NA	"INSDC: KX463053"	NA	NA	"Molinia"	NA	"Molinieae"	"Arundinoideae"	"PACMAD"
"PAFTOL_6358__Moliniopsis_japonica"	NA	"Moliniopsis japonica"	"Moliniopsis japonica"	"(Hack.) Hayata"	"Moliniopsis"	"Hayata"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Yinger, B.R.; Chang, Y.J.; March, S.G.; Apps, D.A., Bristol, P.W.; Meyer, P.W. 2615"	NA	"INSDC: ERR7619899"	NA	NA	"data thresholds"	"Moliniopsis"	NA	"Molinieae"	"Arundinoideae"	"PACMAD"
"Monachather_paradoxusB__MD"	"KJ920235.1__Monachather_paradoxus"	"Monachather paradoxus"	"Monachather paradoxus"	"Steud."	"Monachather"	"Steud."	"Cotton et al. 2015"	"shotgun"	NA	"CAN: Saarela 1629"	NA	NA	"INSDC: KJ920235"	"species duplicated"	NA	"Monachather"	NA	"Arundineae"	"Arundinoideae"	"PACMAD"
"GAP_79884__Monachather_paradoxus"	NA	"Monachather paradoxus"	"Monachather paradoxus"	"Steud."	"Monachather"	"Steud."	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"PERTH: Goods, M. 70"	NA	NA	NA	NA	"species duplicated"	"Monachather"	NA	"Arundineae"	"Arundinoideae"	"PACMAD"
"Monelytrum_luederitzia1112__MD"	"Monelytrum_luederitzia1112__MD"	"Monelytrum luederitzianum"	"Monelytrum luederitzianum"	"Hack."	"Monelytrum"	"Hack."	"Unpublished"	"shotgun"	NA	NA	NA	NA	NA	"data thresholds"	NA	"Monelytrum"	"Traginae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_6297__Monelytrum_luederitzianum"	NA	"Monelytrum luederitzianum"	"Monelytrum luederitzianum"	"Hack."	"Monelytrum"	"Hack."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Snow, N.; Burgoyne, P.  7206"	NA	"INSDC: ERR7619871"	NA	NA	"data thresholds"	"Monelytrum"	"Traginae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_5941__Morronea_arundinariae"	"PAFTOL_5941__Morronea_arundinariae"	"Morronea arundinariae"	"Morronea arundinariae"	"(Trin. ex E.Fourn.) Zuloaga & Scataglini"	"Morronea"	"Zuloaga & Scataglini"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"MO: Santamaría, D. 4853"	NA	"INSDC: ERR7619657"	NA	NA	NA	"Morronea"	"Boivinellinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"PAFTOL_6315__Mosdenia_leptostachys"	NA	"Mosdenia leptostachys"	"Mosdenia leptostachys"	"(Ficalho & Hiern) Clayton"	"Mosdenia"	"Stent"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Smook, L. 2528DB"	NA	"INSDC: ERR7619887"	NA	NA	"data thresholds"	"Mosdenia"	"Perotidinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Muhlenbergia_cenchroides_RSA4772__HM"	NA	"Muhlenbergia cenchroides"	"Muhlenbergia cenchroides"	"(Humb. & Bonpl. ex Willd.) P.M.Peterson"	"Muhlenbergia"	"Schreb."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: RSA4772"	NA	NA	"INSDC: SRR16260846"	NA	NA	"data thresholds"	"Muhlenbergia"	"Muhlenbergiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Muhlenbergia_emersleyi__TC"	"Muhlenbergia_emersleyi__TC"	"Muhlenbergia emersleyi"	"Muhlenbergia emersleyi"	"Vasey"	"Muhlenbergia"	"Schreb."	"Fisher et al. 2016 Mol Phyl Evol https://doi.org/10.1016/j.ympev.2016.08.011"	"sequence capture (chloridoids 122)"	NA	"RSA: J. T. Columbus 5451"	NA	NA	NA	"species duplicated"	NA	"Muhlenbergia"	"Muhlenbergiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Muhlenbergia_emersleyi_ZYP005__HM"	NA	"Muhlenbergia emersleyi"	"Muhlenbergia emersleyi"	"Vasey"	"Muhlenbergia"	"Schreb."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: ZYP005"	NA	NA	"INSDC: SRR16260845"	NA	NA	"data thresholds"	"Muhlenbergia"	"Muhlenbergiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Muhlenbergia_fragilis_ZYP006__HM"	NA	"Muhlenbergia fragilis"	"Muhlenbergia fragilis"	"Swallen"	"Muhlenbergia"	"Schreb."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: ZYP006"	NA	NA	"INSDC: SRR16260844"	NA	NA	"data thresholds"	"Muhlenbergia"	"Muhlenbergiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Muhlenbergia_paniculata__TC"	"Muhlenbergia_paniculata__TC"	"Muhlenbergia paniculata"	"Muhlenbergia paniculata"	"(Nutt.) P.M.Peterson"	"Muhlenbergia"	"Schreb."	"Fisher et al. 2016 Mol Phyl Evol https://doi.org/10.1016/j.ympev.2016.08.011"	"sequence capture (chloridoids 122)"	NA	"RSA: J. T. Columbus 3224"	NA	NA	NA	"species duplicated"	NA	"Muhlenbergia"	"Muhlenbergiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Muhlenbergia_paniculata_Colu3222__HM"	NA	"Muhlenbergia paniculata"	"Muhlenbergia paniculata"	"(Nutt.) P.M.Peterson"	"Muhlenbergia"	"Schreb."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Colu3222"	NA	NA	"INSDC: SRR16260843"	NA	NA	"data thresholds"	"Muhlenbergia"	"Muhlenbergiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Muhlenbergia_racemosa__TW"	"Muhlenbergia_racemosa__TW"	"Muhlenbergia racemosa"	"Muhlenbergia racemosa"	"(Michx.) Britton, Sterns & Poggenb."	"Muhlenbergia"	"Schreb."	"Unpublished"	"shotgun"	NA	NA	"B&T World Seeds: 438584"	NA	NA	NA	NA	"Muhlenbergia"	"Muhlenbergiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Muhlenbergia_reverchonii_HM2609__HM"	NA	"Muhlenbergia reverchonii"	"Muhlenbergia reverchonii"	"Vasey & Scribn."	"Muhlenbergia"	"Schreb."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"PSUML: HM2609"	NA	NA	"INSDC: SRR16260858"	NA	NA	"data thresholds"	"Muhlenbergia"	"Muhlenbergiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Blepharoneuron_tricholepis1123__MD"	"Blepharoneuron_tricholepis1123__MD"	"Blepharoneuron tricholepis"	"Muhlenbergia tricholepis"	"(Torr.) P.M.Peterson"	"Muhlenbergia"	"Schreb."	"Unpublished"	"shotgun"	NA	"Kew, MSB: MSB 93608"	NA	NA	NA	"data thresholds"	NA	"Muhlenbergia"	"Muhlenbergiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Mullerochloa_moreheadiana1501__MD"	"Mullerochloa_moreheadiana1501__MD"	"Mullerochloa moreheadiana"	"Mullerochloa moreheadiana"	"(F.M.Bailey) K.M.Wong"	"Mullerochloa"	"K.M.Wong"	"Unpublished"	"shotgun"	NA	"KLU: (F. M. Bailey) K.M. Wong C. Sussman s.n."	NA	NA	NA	"data thresholds"	NA	"Mullerochloa"	"Dinochloinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_9149__Mullerochloa_moreheadiana"	NA	"Mullerochloa moreheadiana"	"Mullerochloa moreheadiana"	"(F.M.Bailey) K.M.Wong"	"Mullerochloa"	"K.M.Wong"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Weston, P.H. 981"	NA	"INSDC: ERR7621453"	NA	NA	"data thresholds"	"Mullerochloa"	"Dinochloinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Dasyochloa_pulchella_RSA3859__HM"	NA	"Munroa pulchella"	"Munroa pulchella"	"(Kunth) Amarilla"	"Munroa"	"Torr."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: RSA3859"	NA	NA	"INSDC: SRR16071390"	NA	NA	"data thresholds"	"Munroa"	"Scleropogoninae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Munroa_squarrosa__TC"	"Munroa_squarrosa__TC"	"Munroa squarrosa"	"Munroa squarrosa"	"(Nutt.) Torr."	"Munroa"	"Torr."	"Fisher et al. 2016 Mol Phyl Evol https://doi.org/10.1016/j.ympev.2016.08.011"	"sequence capture (chloridoids 122)"	NA	"RSA: J. T. Columbus 3293"	NA	NA	NA	"species duplicated"	NA	"Munroa"	"Scleropogoninae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Munroa_squarrosa_RSA6062__HM"	NA	"Munroa squarrosa"	"Munroa squarrosa"	"(Nutt.) Torr."	"Munroa"	"Torr."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: RSA6062"	NA	NA	"INSDC: SRR16260855"	NA	NA	"data thresholds"	"Munroa"	"Scleropogoninae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Nardus_stricta1036__MD"	"KY432787.1__Nardus_stricta"	"Nardus stricta"	"Nardus stricta"	"L."	"Nardus"	"L."	"Gallaher et al., 2019"	"shotgun"	NA	NA	"Kew, MSB: 64428"	NA	"INSDC: KY432787"	"data thresholds"	NA	"Nardus"	NA	"Nardeae"	"Pooideae"	"BOP"
"Nardus_stricta_K16__HM"	NA	"Nardus stricta"	"Nardus stricta"	"L."	"Nardus"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: K16"	NA	NA	"INSDC: SRR16234982"	NA	NA	"data thresholds"	"Nardus"	NA	"Nardeae"	"Pooideae"	"BOP"
"PAFTOL_8446__Saccharum_narenga"	NA	"Saccharum narenga"	"Narenga porphyrocoma"	"(Hance) Bor"	"Narenga"	"Bor"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Schaad, D. 41"	NA	"INSDC: ERR7620991"	NA	NA	"data thresholds"	"Miscanthus"	"Saccharinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Nassella_cernua_K50__HM"	NA	"Nassella cernua"	"Nassella cernua"	"(Stebbins & Love) Barkworth"	"Nassella"	"(Trin.) É.Desv."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: K50"	NA	NA	"INSDC: SRR16483050"	NA	NA	"data thresholds"	"Nassella"	NA	"Stipeae"	"Pooideae"	"BOP"
"Nassella_hyalina808__MD"	"KY432788.1__Nassella_hyalina"	"Nassella hyalina"	"Nassella hyalina"	"(Nees) Barkworth"	"Nassella"	"(Trin.) É.Desv."	"Gallaher et al., 2019"	"shotgun"	NA	NA	"USDA-GRIN: 372240"	NA	"INSDC: KY432788"	NA	NA	"Nassella"	NA	"Stipeae"	"Pooideae"	"BOP"
"Nassella_leuchotricha__SF"	NA	"Nassella leucotricha"	"Nassella leucotricha"	"(Trin. & Rupr.) R.W.Pohl"	"Nassella"	"(Trin.) É.Desv."	"this study"	"shotgun"	NA	NA	"USDA-GRIN: W6 24255"	"ENA: PRJEB73591"	NA	NA	"data thresholds"	"Nassella"	NA	"Stipeae"	"Pooideae"	"BOP"
"PAFTOL_8541__Nassella_mucronata"	"PAFTOL_8541__Nassella_mucronata"	"Nassella mucronata"	"Nassella mucronata"	"(Kunth) R.W.Pohl"	"Nassella"	"(Trin.) É.Desv."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Peterson, P.M. 21425"	NA	"INSDC: ERR7621060"	NA	NA	NA	"Nassella"	NA	"Stipeae"	"Pooideae"	"BOP"
"Nassella_pubiflora__SF"	"Nassella_pubiflora__SF"	"Nassella pubiflora"	"Nassella pubiflora"	"(Trin. & Rupr.) É.Desv."	"Nassella"	"(Trin.) É.Desv."	"this study"	"shotgun"	NA	NA	"USDA-GRIN: PI 478575"	"ENA: PRJEB73591"	NA	NA	NA	"Nassella"	NA	"Stipeae"	"Pooideae"	"BOP"
"Nassella_pulchra_HM2706__HM"	NA	"Nassella pulchra"	"Nassella pulchra"	"(Hitchc.) Barkworth"	"Nassella"	"(Trin.) É.Desv."	"Zhang et al. 2022 MBE"	"transcriptome"	"PSUML: HM2706"	NA	NA	"INSDC: SRR16483076"	NA	NA	"data thresholds"	"Nassella"	NA	"Stipeae"	"Pooideae"	"BOP"
"Piptochaetium_napostaense__SF"	"Piptochaetium_napostaense__SF"	"Nassella tenuis"	"Nassella tenuis"	"(Phil.) Barkworth"	"Nassella"	"(Trin.) É.Desv."	"this study"	"shotgun"	NA	NA	"USDA-GRIN: PI 202062"	"ENA: PRJEB73591"	NA	NA	NA	"Nassella"	NA	"Stipeae"	"Pooideae"	"BOP"
"Nassella_tenuissima_HM2592__HM"	NA	"Nassella tenuissima"	"Nassella tenuissima"	"(Trin.) Barkworth"	"Nassella"	"(Trin.) É.Desv."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: HM2592"	NA	NA	"INSDC: SRR16483078"	NA	NA	"data thresholds"	"Nassella"	NA	"Stipeae"	"Pooideae"	"BOP"
"PAFTOL_9168__Nastus_aristatus"	NA	"Nastus aristatus"	"Nastus aristatus"	"A.Camus"	"Nastus"	"Juss."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Vorontsova, M.S. 1464"	NA	"INSDC: ERR7621471"	NA	NA	"ID dubious"	"Nastus"	"Hickeliinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_9167__Nastus_borbonicus"	NA	"Nastus borbonicus"	"Nastus borbonicus"	"J.F.Gmel."	"Nastus"	"Juss."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Hubert s.n."	NA	"INSDC: ERR7621470"	NA	NA	"data thresholds"	"Nastus"	"Hickeliinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_6308__Neesiochloa_barbata"	"PAFTOL_6308__Neesiochloa_barbata"	"Neesiochloa barbata"	"Neesiochloa barbata"	"(Nees) Pilg."	"Neesiochloa"	"Pilg."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Giulietti, A.M.; Atkins, S. 5457"	NA	"INSDC: ERR7619881"	NA	NA	NA	"Neesiochloa"	"Pappophorinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Neobouteloua_lophostachya_RSA3149__HM"	NA	"Neobouteloua lophostachya"	"Neobouteloua lophostachya"	"(Griseb.) Gould"	"Neobouteloua"	"Gould"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: RSA3149"	NA	NA	"INSDC: SRR16053973"	NA	NA	"data thresholds"	"Neobouteloua"	"Dactylocteniinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_7171__Neohouzeaua_fimbriata"	NA	"Neohouzeaua fimbriata"	"Neohouzeaua fimbriata"	"S.Dransf."	"Neohouzeaua"	"A.Camus"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"KUN: 17CS15186"	NA	"INSDC: ERR7620266"	NA	NA	"data thresholds"	"Neohouzeaua"	"Melocanninae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Neohouzeaua_sp406__MD"	"NC_026963.1__Neohouzeaua_sp."	"Neohouzeaua sp."	"Neohouzeaua sp."	NA	"Neohouzeaua"	"A.Camus"	"NC_026963.1"	"shotgun"	NA	"ISC: L. Clark & L. Attigala 1712"	NA	NA	"INSDC: NC_026963"	"ID dubious"	NA	"Neohouzeaua"	"Melocanninae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Neololeba_atra65__MD"	"KJ870996.1__Neololeba_atra"	"Neololeba atra"	"Neololeba atra"	"(Lindl.) Widjaja"	"Neololeba"	"Widjaja"	"Wysocki et al. 2015"	"shotgun"	NA	"ISC: L. Clark & J. Triplett 1663"	NA	NA	"INSDC: KJ870996"	NA	NA	"Neololeba"	"Dinochloinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_9452__Neololeba_atra"	"PAFTOL_9452__Neololeba_atra"	"Neololeba atra"	"Neololeba atra"	"(Lindl.) Widjaja"	"Neololeba"	"Widjaja"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"KUN: Jing-Xia Liu 19153"	NA	"INSDC: ERR7621552"	NA	NA	NA	"Neololeba"	"Dinochloinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Neomicrocalamus_prainii_Z18006__HM"	NA	"Neomicrocalamus prainii"	"Neomicrocalamus prainii"	"(Gamble) Keng f."	"Neomicrocalamus"	"Keng f."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Z18006"	NA	NA	"INSDC: SRR16188709"	NA	NA	NA	"Neomicrocalamus"	NA	"Bambuseae"	"Bambusoideae"	"BOP"
NA	"NC_050769.1__Neomicrocalamus_prainii"	"Neomicrocalamus prainii"	"Neomicrocalamus prainii"	"(Gamble) Keng f."	"Neomicrocalamus"	"Keng f."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_050769"	NA	NA	"Neomicrocalamus"	NA	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_9110__Diarrhena_fauriei"	NA	"Diarrhena fauriei"	"Neomolinia fauriei"	"(Hack.) Honda"	"Neomolinia"	"Honda & Sakisaka"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Furuse, M. 47966"	NA	"INSDC: ERR7621415"	NA	NA	"data thresholds"	"Neomolinia"	NA	"Diarrheneae"	"Pooideae"	"BOP"
"Neomolinia_japonica_Z17008__HM"	NA	"Neomolinia japonica"	"Neomolinia japonica"	"Franch. & Sav."	"Neomolinia"	"Honda & Sakisaka"	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: Z17008"	NA	NA	"INSDC: SRR16483114"	NA	NA	"data thresholds"	"Neomolinia"	NA	"Diarrheneae"	"Pooideae"	"BOP"
"Neomolinia_mandshurica_HM3566__HM"	NA	"Neomolinia mandshurica"	"Neomolinia mandshurica"	"(Maxim.) Honda"	"Neomolinia"	"Honda & Sakisaka"	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: HM3566"	NA	NA	"INSDC: SRR16483070"	NA	NA	"data thresholds"	"Neomolinia"	NA	"Diarrheneae"	"Pooideae"	"BOP"
"Neostapfia_colusana_Colu5733__HM"	NA	"Neostapfia colusana"	"Neostapfia colusana"	"(Burtt Davy) Burtt Davy"	"Neostapfia"	"Burtt Davy"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Colu5733"	NA	NA	"INSDC: SRR16483763"	NA	NA	"data thresholds"	"Neostapfia"	"Orcuttiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_8384__Neotrinia_splendens"	NA	"Neotrinia splendens"	"Neotrinia splendens"	"(Trin.) M.Nobis, P.D.Gudkova & A.Nowak"	"Neotrinia"	"(Tzvelev) M.Nobis, P.D.Gudkova & A.Nowak"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Jeffrey, C. 1434"	NA	"INSDC: ERR7620932"	NA	NA	NA	"Neotrinia"	NA	"Stipeae"	"Pooideae"	"BOP"
NA	"NC_051964.1__Achnatherum_splendens"	"Neotrinia splendens"	"Neotrinia splendens"	"(Trin.) M.Nobis, P.D.Gudkova & A.Nowak"	"Neotrinia"	"(Tzvelev) M.Nobis, P.D.Gudkova & A.Nowak"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_051964"	NA	NA	"Neotrinia"	NA	"Stipeae"	"Pooideae"	"BOP"
"Nephelochloa_orientalis1433__MD"	"MH569084.1__Nephelochloa_orientalis"	"Nephelochloa orientalis"	"Nephelochloa orientalis"	"Boiss."	"Nephelochloa"	"Boiss."	"Unpublished"	"shotgun"	NA	NA	"USDA-GRIN: W6 19223"	NA	"INSDC: MH569084"	"data thresholds"	NA	"Nephelochloa"	"Ventenatinae"	"Poeae"	"Pooideae"	"BOP"
"REF___Neurachne_alopecuroidea_ZENX__1KP"	NA	"Neurachne alopecuroidea"	"Neurachne alopecuroidea"	"R.Br."	"Neurachne"	"R.Br."	"Carpenter at al. 2019 GigaScience https://doi.org/10.1093/gigascience/giz126"	"transcriptome"	"1KP: ZENX"	NA	NA	"https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/oneKP_capstone_2019/transcript_assemblies?page=0"	NA	NA	"data thresholds"	"Neurachne"	"Neurachninae"	"Paniceae"	"Panicoideae"	"PACMAD"
"REF___Neurachne_annularis_BPKH__1KP"	NA	"Neurachne annularis"	"Neurachne annularis"	"T.D.Macfarl."	"Neurachne"	"R.Br."	"Carpenter at al. 2019 GigaScience https://doi.org/10.1093/gigascience/giz126"	"transcriptome"	"1KP: BPKH"	NA	NA	"https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/oneKP_capstone_2019/transcript_assemblies?page=0"	NA	NA	"data thresholds"	"Neurachne"	"Neurachninae"	"Paniceae"	"Panicoideae"	"PACMAD"
"REF___Neurachne_minor_BXAY__1KP"	NA	"Neurachne minor"	"Neurachne minor"	"S.T.Blake"	"Neurachne"	"R.Br."	"Carpenter at al. 2019 GigaScience https://doi.org/10.1093/gigascience/giz126"	"transcriptome"	"1KP: BXAY"	NA	NA	"https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/oneKP_capstone_2019/transcript_assemblies?page=0"	NA	NA	"data thresholds"	"Neurachne"	"Neurachninae"	"Paniceae"	"Panicoideae"	"PACMAD"
"REF___Paraneurachne_muelleri_XUAB__1KP"	NA	"Paraneurachne muelleri"	"Neurachne muelleri"	"Hack."	"Neurachne"	"R.Br."	"Carpenter at al. 2019 GigaScience https://doi.org/10.1093/gigascience/giz126"	"transcriptome"	"1KP: XUAB"	NA	NA	"https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/oneKP_capstone_2019/transcript_assemblies?page=0"	NA	NA	"data thresholds"	"Neurachne"	"Neurachninae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Paraneurachne_muelleri__SRA"	NA	"Paraneurachne muelleri"	"Neurachne muelleri"	"Hack."	"Neurachne"	"R.Br."	"data from SRA"	"shotgun"	NA	"MEL: N.G. Walsh & J.L. Silcock 7155"	NA	"INSDC: SRR2163452"	NA	"species duplicated"	NA	"Neurachne"	"Neurachninae"	"Paniceae"	"Panicoideae"	"PACMAD"
NA	"NC_039450.1__Paraneurachne_muelleri"	"Paraneurachne muelleri"	"Neurachne muelleri"	"Hack."	"Neurachne"	"R.Br."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_039450"	NA	NA	"Neurachne"	"Neurachninae"	"Paniceae"	"Panicoideae"	"PACMAD"
